,,1,TRUMP AC CASINO MARKS MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
240,TRUMP AC CASINO MARKS MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP AC CASINO MARKS LLC,1%,Managing Member,
,,,,,
241,TRUMP ACQUISITION CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,"TRUMP ACQUISITIONS, LLC",1%,Managing Member,
,,,,,
242,"TRUMP ACQUISITION, LLC *(3)",,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP ACQUISITION CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
243,TRUMP BOOKS LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP BOOKS MANAGER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
244,TRUMP BOOKS MANAGER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP BOOKS LLC,1%,Managing Member,
,,,,,
245,TRUMP BRAZIL LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
246,"TRUMP CANADIAN SERVICES, INC *(3)",,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
247,TRUMP CANOUAN ESTATE LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP CANOUAN ESTATE MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
248,TRUMP CANOUAN ESTATE MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP CANOUAN ESTATE LLC,1%,Managing Member,
,,,,,
249,TRUMP CARIBBEAN LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
250,TRUMP CAROUSEL LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP CAROUSEL MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
251,TRUMP CAROUSEL MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP CAROUSEL LLC,1%,Managing Member,
,,,,,
252,TRUMP CENTRAL PARK WEST CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP CAROUSEL LLC,1%,Managing Member,
,,,,,
253,Trump Chicago Commercial Member Corp *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP CHICAGO COMMERCIAL MANAGER LLC,1%,Managing Member,
,,,,,
254,TRUMP CHICAGO COMMERCIAL MANAGER LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,Trump Chicago Commercial Member Corp,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
255,TRUMP CHICAGO DEVELOPMENT LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
256,TRUMP CHICAGO HOTEL MANAGER LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,Trump Chicago Hotel Member Corp,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
257,Trump Chicago Hotel Member Corp *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP CHICAGO HOTEL MANAGER LLC,1%,Member,
,,,,,
258,TRUMP CHICAGO MANAGING MEMBER LLC*(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,DJT HOLDINGS LLC,,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,401 MEZZ VENTURE LLC,1%%,Member,
,,,,,
259,TRUMP CHICAGO MEMBER LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,DJT HOLDINGS LLC,,
,Has ownership interest in:,Entity Name,Ownership,Title,
,,401 MESS VENTURE LLC,49%,Member,
,,,,,
260,TRUMP CHICAGO RESIDENTIAL MANAGER LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,Trump Chicago Residential Member Corp,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
261,Trump Chicago Residential Member Corp *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP CHICAGO RESIDENTIAL MANAGER LLC,1%,Managing Member,
,,,,,
262,TRUMP CHICAGO RETAIL LLC *(assets & income already disclosed on Part 2 under 401 North Wabash Venture LLC; operator of retail space),,,,
,Owned by:,% Ownership,Name,,Role
,,100,401 MEZZ VENTURE LLC,,Member
,,,,,
263,TRUMP CHICAGO RETAIL MANAGER LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP CHICAGO RETAIL MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
264,TRUMP CHICAGO RETAIL MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP CHICAGO RETAIL MANAGER LLC,1%,Managing Member,
,,,,,
265,TRUMP CLASSIC CARS LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP CLASSIC CARS MEMBER CORP,,Member
,,99,"Trump, Donald J.",,Member
,,,,,
266,TRUMP CLASSIC CARS MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name:,Ownership,Title,
,,TRUMP CLASSIC CARS LLC,1%,Member,
,,,,,
267,TRUMP COMMERCIAL CHICAGO LLC *(assets & income already disclosed on Part 2 under 401 North Wabash Venture LLC; operator of commercial space),,,,
,Owned by:,% Ownership,Name,,Role
,,100,401 North Wabash Venture LLC,,Member
,,,,,
268,TRUMP CPS CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP CPS LLC,0.10%,Managing Member,
,,,,,
269,TRUMP CPS LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,0.1,TRUMP CPS CORP,,Managing Member
,,99.9,"Trump, Donald J.",,Member
,,,,,
270,TRUMP DELMONICO LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP PARK AVENUE LLC,50%,Managing Member,
,,,,,
271,TRUMP DEVELOPMENT SERVICES LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP DEVELOPMENT SERVICES MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
272,TRUMP DEVELOPMENT SERVICES MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP DEVELOPMENT SERVICES LLC,1%,Managing Member,
,,,,,
273,TRUMP DRINKS ISRAEL HOLDINGS LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP DRINKS ISRAEL HOLDINGS MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
274,TRUMP DRINKS ISRAEL HOLDINGS MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP DRINKS ISRAEL HOLDINGS LLC,1%,Managing Member,
,,,,,
275,TRUMP DRINKS ISRAEL LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP DRINKS ISRAEL MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
276,TRUMP DRINKS ISRAEL MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,"TRUMP DRINKS ISRAEL, LLC",1%,Managing Member,
,,,,,
277,TRUMP EDUCATION ULC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,THE TRUMP ENTREPRENEUR INITIATIVE LLC (NY DOMESTIC),,Shareholder
,,,,,
278,TRUMP EMPIRE STATE INC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
279,TRUMP NATIONAL DORAL,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP ENDEAVOR 12 MANAGER CORP,,Managing Member
,,99,DJT HOLDINGS LLC,,Member
,,,,,
280,TRUMP ENDEAVOR 12 MANAGER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP NATIONAL DORAL,1%,Managing Member,
,,,,,
281,TRUMP EU MARKS LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP EU MARKS MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
282,TRUMP EU MARKS MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP EU MARKS LLC,1%,Managing Member,
,,,,,
283,TRUMP FERRY POINT LLC,,,,
,Assumed Names:,D/B/A,Jurisdiction,,
,,Trump Golf Links Ferry Point,Delaware,,
,,Trump Golf Links Ferry Point,New York,,
,,Trump Golf Links,New York,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP FERRY POINT MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
284,TRUMP FERRY POINT MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP FERRY POINT LLC,1%,Managing Member,
,,,,,
285,TRUMP FLORIDA MANAGEMENT LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP FLORIDA MANAGER CORP,,Member
,,99,"Trump, Donald J.",,Member
,,,,,
286,TRUMP FLORIDA MANAGER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP FLORIDA MANAGEMENT LLC,1%,Member,
,,,,,
287,TRUMP GOLF ACQUISITIONS LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
288,TRUMP GOLF COCO BEACH LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP GOLF COCO BEACH MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
289,TRUMP GOLF COCO BEACH MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP GOLF COCO BEACH LLC,1%,Managing Member,
,,,,,
290,TRUMP GOLF MANAGEMENT LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
291,TRUMP HOME MARKS LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP HOME MARKS MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
292,TRUMP HOME MARKS MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP HOME MARKS LLC,1%,Managing Member,
,,,,,
293,TRUMP ICE INC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
294,TRUMP ICE LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
295,TRUMP INTERNATIONAL DEVELOPMENT LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP INTERNATIONAL DEVELOPMENT MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
296,TRUMP INTERNATIONAL DEVELOPMENT MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP INTERNATIONAL DEVELOPMENT LLC,1%,Managing Member,
,,,,,
297,TRUMP INTERNATIONAL GOLF LINKS - SCOTLAND,,,,
,Owned by:,% Ownership,Name,,Role
,,99,"Trump, Donald J.",,Member
,,1,TRUMP SCOTLAND MEMBER INC,,Member
,,,,,
298,"Trump International Golf Club, Inc *(1)",,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP INTERNATIONAL GOLF CLUB - FLORIDA,0.00%,Member,
,,,,,
299,TRUMP INTERNATIONAL GOLF CLUB - FLORIDA,,,,
,Owned by:,% Ownership,Name,,Role
,,0.001,"Trump International Golf Club, Inc",,Member
,,99.999,"Trump, Donald J.",,Member
,,,,,
300,TRUMP INTERNATIONAL HOTEL HAWAII LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TIHH MEMBER CORP,,Managing Member
,,99,TIHH MEMBER LLC,,Member
,,,,,
301,TRUMP INTERNATIONAL HOTELS MANAGEMENT LLC,,,,
,Assumed Names:,D/B/A,Jurisdiction,,
,,TRUMP HOTEL COLLECTION,Hawaii,,
,,TRUMP HOTEL COLLECTION,New York,,
,Owned by:,% Ownership,Name,,Role
,,0.1,TIHM MEMBER CORP,,Managing Member
,,99.9,"Trump, Donald J.",,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THC CHINA DEVELOPMENT LLC,100,Member,
,,THC IMEA DEVELOPMENT LLC,100,Member,
,,,,,
302,TRUMP JETS LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,SENTIENT JETS MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
303,Trump Korea LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,41,DAEWOO AMERICA DEVELOPMENT (NEW YORK) CORP,,Member
,,59,TRUMP KOREAN PROJECTS LLC,,Member
,,,,,
304,TRUMP KOREAN PROJECTS LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,Trump Korea LLC,59%,Member,
,,,,,
305,TRUMP LAS OLAS LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP LAS OLAS MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
306,TRUMP LAS OLAS MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP LAS OLAS LLC,1%,Managing Member,
,,,,,
307,TRUMP LAS VEGAS CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP LAS VEGAS MANAGING MEMBER LLC,6%,Managing Member,
,,TRUMP LAS VEGAS MEMBER LLC,6%,Managing Member,
,,,,,
308,TRUMP LAS VEGAS DEVELOPMENT LLC *(5),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
309,TRUMP LAS VEGAS MANAGING MEMBER LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,6,TRUMP LAS VEGAS CORP,,Member
,,94,DJT HOLDINGS LLC,,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP RUFFIN LLC,1%,Managing Member,
,,,,,
310,TRUMP LAS VEGAS MEMBER LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,6,TRUMP LAS VEGAS CORP,,Member
,,94,DJT HOLDINGS LLC,,Managing Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP RUFFIN LLC,49%,Member,
,,,,,
311,"Trump Las Vegas Sales & Marketing, Inc *(2)",,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
312,TRUMP LAUDERDALE DEVELOPMENT LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
313,TRUMP LAUDERDALE DEVELOPMENT NO 2 LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
314,TRUMP MARKETING LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
315,TRUMP MARKS ASIA CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS ASIA LLC,1%,Managing Member,
,,,,,
316,TRUMP MARKS ASIA LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS ASIA CORP,,Managing Member
,,99,DJT HOLDINGS LLC,,Member
,,,,,
317,TRUMP MARKS ATLANTA LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS ATLANTA MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
318,TRUMP MARKS ATLANTA MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS ATLANTA LLC,1%,Managing Member,
,,,,,
319,TRUMP MARKS BAJA CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS BAJA LLC,1%,Managing Member,
,,,,,
320,TRUMP MARKS BAJA LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS BAJA CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
321,TRUMP MARKS BATUMI LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS BATUMI MANAGING MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
322,TRUMP MARKS BATUMI MANAGING MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS BATUMI LLC,1%,Managing Member,
,,,,,
323,TRUMP MARKS BEVERAGES CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS BEVERAGES LLC,1%,Managing Member,
,,,,,
324,TRUMP MARKS BEVERAGES LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS BEVERAGES CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
325,TRUMP MARKS CANOUAN CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS CANOUAN LLC,1%,Managing Member,
,,,,,
326,TRUMP MARKS CANOUAN LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS CANOUAN CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
327,TRUMP MARKS CHICAGO LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS CHICAGO MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
328,TRUMP MARKS CHICAGO MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS CHICAGO LLC,1%,Managing Member,
,,,,,
329,TRUMP MARKS DUBAI CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS DUBAI LLC,1%,Managing Member,
,,,,,
330,TRUMP MARKS DUBAI LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS DUBAI CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
331,TRUMP MARKS EGYPT CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS EGYPT LLC,1%,Managing Member,
,,,,,
332,TRUMP MARKS EGYPT LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS EGYPT CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
333,TRUMP MARKS FINE FOODS LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS FINE FOODS MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
334,TRUMP MARKS FINE FOODS MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS FINE FOODS LLC,1%,Managing Member,
,,,,,
335,TRUMP MARKS FT LAUDERDALE LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS FT LAUDERDALE MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
336,TRUMP MARKS FT LAUDERDALE MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS FT LAUDERDALE LLC,1%,Managing Member,
,,,,,
337,TRUMP MARKS GP CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
338,TRUMP MARKS HOLDINGS LP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS GP CORP,,Partner
,,99,"Trump, Donald J.",,Parter
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS LLC,100%,Member,
,,,,,
339,TRUMP MARKS HOLLYWOOD CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS HOLLYWOOD LLC,1%,Managing Member,
,,,,,
340,TRUMP MARKS HOLLYWOOD LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS HOLLYWOOD CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
341,TRUMP MARKS ISTANBUL II CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS ISTANBUL II LLC,1%,Managing Member,
,,,,,
342,TRUMP MARKS ISTANBUL II LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS ISTANBUL II CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
343,TRUMP MARKS JERSEY CITY CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS JERSEY CITY LLC,1%,Managing Member,
,,,,,
344,TRUMP MARKS JERSEY CITY LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS JERSEY CITY CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
345,TRUMP MARKS LAS VEGAS CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS LAS VEGAS LLC,1%,Managing Member,
,,,,,
346,TRUMP MARKS LAS VEGAS LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS LAS VEGAS CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
347,TRUMP MARKS LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,100,TRUMP MARKS HOLDINGS LP,,Member
,,,,,
348,TRUMP MARKS MAGAZINE CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS MAGAZINE LLC,1%,Managing Member,
,,,,,
349,TRUMP MARKS MAGAZINE LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS MAGAZINE CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
350,TRUMP MARKS MATTRESS LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS MATTRESS MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
351,TRUMP MARKS MATTRESS MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS MATTRESS LLC,1%,Managing Member,
,,,,,
352,TRUMP MARKS MENSWEAR LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS MENSWEAR MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
353,TRUMP MARKS MENSWEAR MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS MENSWEAR LLC,1%,Managing Member,
,,,,,
354,TRUMP MARKS MORTGAGE CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS MTG LLC,1%,Managing Member,
,,,,,
355,TRUMP MARKS MTG LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS MORTGAGE CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
356,TRUMP MARKS MUMBAI LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS MUMBAI MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
357,TRUMP MARKS MUMBAI MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS MUMBAI LLC,1%,Managing Member,
,,,,,
358,TRUMP MARKS NEW ROCHELLE CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
