year,org_slug,org_name
2016,trump-sales-leasing-chicago-member-corp,Trump Sales & Leasing Chicago Member Corp
2016,trump-scotland-member-inc,Trump Scotland Member Inc
2016,trump-scotsborough-square-llc,Trump Scotsborough Square LLC
2016,trump-scotsborough-square-member-corp,Trump Scotsborough Square Member Corp
2016,trump-soho-member-llc,Trump Soho Member LLC
2016,trump-toronto-development-inc,Trump Toronto Development Inc
2016,trump-toronto-hotel-management-corp,Trump Toronto Hotel Management Corp
2016,trump-toronto-member-corp,Trump Toronto Member Corp (formally Trump Toronto Management Member Corp)
2016,trump-tower-commercial-llc,Trump Tower Commercial LLC
2016,trump-tower-managing-member-inc,Trump Tower Managing Member Inc
2016,trump-village-construction-corp,Trump Village Construction Corp
2016,trump-vineyard-estates-llc,Trump Vineyard Estates LLC
2016,trump-vineyard-estates-lot-3-owner-llc,Trump Vineyard Estates Lot 3 Owner LLC (fka Eric Trump Land Holdings LLC)
2016,trump-vineyard-estates-manager-corp,Trump Vineyard Estates Manager Corp
2016,trump-virginia-acquisitions-llc,Trump Virginia Acquisitions LLC (fka Virginia Acquisitions LLC)
2016,trump-virginia-acquisitions-manager-corp,Trump Virginia Acquisitions Manager Corp
2016,trump-virginia-lot-5-llc,Trump Virginia Lot 5 LLC
2016,trump-virginia-lot-5-manager-corp,Trump Virginia Lot 5 Manager Corp
2016,trump-wine-marks-llc,Trump Wine Marks LLC
2016,trump-wine-marks-member-corp,Trump Wine Marks Member Corp
2016,trump-world-productions-llc,Trump World Productions LLC
2016,trump-world-productions-manager-corp,Trump World Productions Manager Corp
2016,trump-world-publications-llc,Trump World Publications LLC
2016,trumps-castle-management-corp,TRUMP'S CASTLE MANAGEMENT CORP
2016,turnberry-scotland-llc,Turnberry Scotland LLC
2016,turnberry-scotland-managing-member-corp,Turnberry Scotland Managing Member Corp
2016,tw-venture-i-llc,TW Venture I LLC
2016,tw-venture-i-managing-member-corp,TW Venture I Managing Member Corp
2016,tw-venture-ii-llc,TW Venture II LLC
2016,tw-venture-ii-managing-member-corp,TW Venture II Managing Member Corp
2016,ultimate-air-corp,Ultimate Air Corp
2016,unit-2502-enterprises-corp,Unit 2502 Enterprises Corp
2016,unit-2502-enterprises-llc,Unit 2502 Enterprises LLC
2016,trump-national-golf-club-los-angeles,TRUMP NATIONAL GOLF CLUB- LOS ANGELES
2016,vhps-llc,VHPS LLC
2016,west-palm-operations-llc,West Palm Operations LLC
2016,wexford-hall-inc,Wexford Hall Inc
2016,white-course-llc,White Course LLC
2016,white-course-managing-member-corp,White Course Managing Member Corp
2016,wilshire-hall-llc,Wilshire Hall LLC
2016,wollman-rink-operations-llc,Wollman Rink Operations LLC
2016,yorktown-real-estate-llc-fka-yorktown-development-associates-llc,Yorktown Real Estate LLC (F/K/A Yorktown Development Associates LLC)
2016,hwa-555-owners-llc,HWA 555 Owners LLC
2016,1290-avenue-of-the-americas-a-tenancy-in-common,"1290 Avenue of the Americas, a Tenancy-In-Common"
2016,trump-management-inc,Trump Management Inc
2016,hwa-1290-iii-llc,HWA 1290 III llc
2016,hwa-1290-iv-llc,HWA 1290 IV llc
2016,hwa-1290-v-llc,HWA 1290 V llc
2016,thc-china-development-management-corp,THC China Development Management Corp (fka Trump China Development Management Corp)
2016,travel-enterprises-management-inc,"Travel Enterprises Management Inc (Formerly Toys at Trump, Inc)"
2016,trump-las-vegas-marketing-and-sales-llc,Trump Las Vegas Marketing and Sales LLC
2016,the-donald-j-trump-company-llc,The Donald J. Trump Company LLC
2016,dt-bali-golf-manager-llc,DT Bali Golf Manager LLC *
2016,dt-bali-golf-manager-member-corp,DT Bali Golf Manager Member Corp *
2016,dt-bali-hotel-manager-llc,DT Bali Hotel Manager LLC *
2016,dt-bali-hotel-manager-member-corp,DT Bali Hotel Manager Member Corp *
2016,dt-bali-technical-services-manager-llc,DT Bali Technical Services Manager LLC
2016,dt-bali-technical-services-manager-member-corp,DT Bali Technical Services Manager Member Corp *
2016,dt-connect-europe-limited,DT Connect Europe Limited *
2016,dt-endeavor-i-llc,DT Endeavor I LLC
2016,dt-jeddah-technical-services-advisor-llc,DT Jeddah Technical Services Advisor LLC
2016,dt-jeddah-technical-services-advisor-member-corp,DT Jeddah Technical Services Advisor Member Corp
2016,dt-jeddah-technical-services-manager-llc,DT Jeddah Technical Services Manager LLC
2016,dt-jeddah-technical-services-manager-member-corp,DT Jeddah Technical Services Manager Member Corp
2016,dt-lido-golf-manager-llc,DT Lido Golf Manager LLC *
2016,dt-lido-golf-manager-member-corp,DT Lido Golf Manager Member Corp *
2016,dt-lido-hotel-manager-llc,DT Lido Hotel Manager LLC *
2016,dt-lido-hotel-manager-member-corp,DT Lido Hotel Manager Member Corp *
2016,dt-lido-technical-services-manager-llc,DT Lido Technical Services Manager LLC *
2016,dt-lido-technical-services-manager-member-corp,DT Lido Technical Services Manager Member Corp *
2016,dt-marks-bali-llc,DT MARKS BALI LLC
2016,dt-marks-bali-member-corp,DT Marks Bali Member Corp *
2016,dt-marks-lido-llc,DT Marks Lido LLC *
2016,dt-marks-lido-member-corp,DT Marks Lido Member Corp *
2016,dt-tower-i-llc,DT Tower I LLC
2016,dt-tower-i-member-corp,DT Tower I Member Corp
2016,dt-tower-kolkata-llc,DT Tower Kolkata LLC
2016,dt-tower-kolkata-managing-member-corp,DT Tower Kolkata Managing Member Corp
2016,dttm-operations-llc,DTTM Operations LLC
2016,dttm-operations-managing-member-corp,DTTM Operations Managing Member Corp
2016,eid-venture-ii-llc,EID Venture II LLC
2016,eid-venture-ii-member-corp,EID Venture II Member Corp
2016,mobile-payroll-construction-llc,Mobile Payroll Construction LLC *
2016,mobile-payroll-construction-manager-corp,Mobile Payroll Construction Manager Corp *
2016,thc-dc-restaurant-hospitality-llc,THC DC Restaurant Hospitality LLC
2016,thc-jeddah-hotel-advisor-llc,THC Jeddah Hotel Advisor LLC
2016,thc-jeddah-hotel-advisor-member-corp,THC Jeddah Hotel Advisor Member Corp
2016,thc-jeddah-hotel-manager-llc,THC Jeddah Hotel Manager LLC
2016,thc-jeddah-hotel-manager-member-corp,THC Jeddah Hotel Manager Member Corp
2016,c-development-ventures-llc,C DEVELOPMENT VENTURES LLC
2016,c-development-ventures-member-corp,C DEVELOPMENT VENTURES MEMBER CORP
2016,trump-donald-j,"TRUMP, DONALD J."
2016,trump-family-members,TRUMP FAMILY MEMBERS
2016,donald-j-trump-and-grantor-trust,DONALD J. TRUMP AND GRANTOR TRUST
2016,the-donald-j-trump-revocable-trust,The Donald J. Trump Revocable Trust
2016,tttt-venture-llc,TTTT Venture LLC
2016,hudson-waterfront-i-corporation,HUDSON WATERFRONT I CORPORATION
2016,hudson-westside-associates-i-lp,"HUDSON WESTSIDE ASSOCIATES I, LP"
2016,hudson-waterfront-ii-corporation,HUDSON WATERFRONT II CORPORATION
2016,hudson-westside-associates-ii-lp,"HUDSON WESTSIDE ASSOCIATES II, LP"
2016,hudson-waterfront-iii-corporation,HUDSON WATERFRONT III CORPORATION
2016,hudson-westside-associates-iii-lp,"HUDSON WESTSIDE ASSOCIATES III, LP"
2016,hudson-waterfront-iv-corporation,HUDSON WATERFRONT IV CORPORATION
2016,hudson-westside-associates-iv-lp,"HUDSON WESTSIDE ASSOCIATES IV, LP"
2016,hudson-waterfront-v-corporation,HUDSON WATERFRONT V CORPORATION
2016,hudson-westside-associates-v-lp,"HUDSON WESTSIDE ASSOCIATES V, LP"
2016,hudson-waterfront-corporation,HUDSON WATERFRONT CORPORATION
2016,hudson-westside-associates-lp,"HUDSON WESTSIDE ASSOCIATES, LP"
2016,galbreath-columbus-circle-development-associates-lp,"GALBREATH COLUMBUS CIRCLE DEVELOPMENT ASSOCIATES, LP"
2016,cpw-pt-partners-g-p,"CPW PT PARTNERS, G.P."
2016,tttt-venture-member-corp,TTTT Venture Member Corp
2016,djt-entrepreneur-managing-member-llc-formerly-known-as-djt-university-managing-member-llc,DJT ENTREPRENEUR MANAGING MEMBER LLC (FORMERLY KNOWN AS DJT UNIVERSITY MANAGING MEMBER LLC)
2016,spitalny-jonathan,"SPITALNY, JONATHAN"
2016,sexton-michael,"SEXTON, MICHAEL"
2016,djt-entrepreneur-member-llc-formally-known-as-djt-university-member-llc,DJT ENTREPRENEUR MEMBER LLC (FORMALLY KNOWN AS DJT UNIVERSITY MEMBER LLC)
2016,the-trump-follies-member-inc,"The Trump Follies Member, Inc."
2016,tipperary-realty-corporation,TIPPERARY REALTY CORPORATION
2016,daewoo-america-development-new-york-corp,DAEWOO AMERICA DEVELOPMENT (NEW YORK) CORP
2016,annie-veltri,ANNIE VELTRI
2016,new-world-property-management-limited,NEW WORLD PROPERTY MANAGEMENT LIMITED
2016,smc-ocean-llc,SMC OCEAN LLC
2016,gept-delmonico-llc,GEPT DELMONICO LLC
2016,hyde-park-llc,"HYDE PARK, LLC"
2017,4-shadow-tree-lane-llc,4 Shadow Tree Lane LLC
2017,4-shadow-tree-lane-member-corp,4 Shadow Tree Lane Member Corp
2017,40-wall-development-associates-llc,40 Wall Development Associates LLC
2017,40-wall-street-commercial-llc,40 Wall Street Commercial LLC
2017,40-wall-street-llc,40 Wall Street LLC
2017,40-wall-street-member-corp,40 Wall Street Member Corp
2017,401-mezz-venture-llc,401 Mezz Venture LLC
2017,401-north-wabash-venture-llc,401 North Wabash Venture LLC
2017,809-north-canon-llc,809 North Canon LLC
2017,809-north-canon-member-corporation,809 North Canon Member Corporation
2017,81-pine-note-holder-inc,81 Pine Note Holder Inc
2017,845-un-limited-partnership,845 UN Limited Partnership
2017,ace-entertainment-holdings-inc,"Ace Entertainment Holdings Inc (f/k/a Trump Casinos Inc. & Formerly Trump Taj Mahal, Inc)"
2017,all-county-building-supply-maintenance-corp,All County Building Supply & Maintenance Corp
2017,aviation-payroll-company,Aviation Payroll Company
2017,b-plaza-realty-corp,B Plaza Realty Corp.
2017,beach-haven-apartments-3-llc,Beach Haven Apartments #3 LLC
2017,beach-haven-apt-1-inc,Beach Haven Apt #1 Inc
2017,beach-haven-mgt-corp,Beach Haven Mgt Corp
2017,beach-haven-shopping-center-llc,Beach Haven Shopping Center LLC
2017,bedford-hills-corp,Bedford Hills Corp
2017,trump-briarcliff-manor-development-llc,Trump Briarcliff Manor Development LLC (Formerly Briar Hall Development LLC)
2017,briar-hall-operations-llc,Briar Hall Operations LLC
2017,briarcliff-properties-inc,"Briarcliff Properties, Inc"
2017,caribusiness-investments-s-r-l,"CARIBUSINESS INVESTMENTS, S.R.L."
2017,caribusiness-mre-llc,Caribusiness MRE LLC
2017,chelsea-hall-llc,Chelsea Hall LLC
2017,chicago-unit-acquisition-llc,Chicago Unit Acquisition LLC
2017,china-trademark-llc,China Trademark LLC
2017,clyde-hall-inc,Clyde Hall Inc
2017,coronet-hall-inc,Coronet Hall Inc.
2017,country-apartments-llc,Country Apartments LLC
2017,country-investors-llc,COUNTRY INVESTORS LLC
2017,country-properties-llc,Country Properties LLC
2017,d-b-pace-acquisition-member-corp,D B Pace Acquisition Member Corp
2017,d-b-pace-acquisition-llc,"D B Pace Acquisition, LLC"
2017,development-member-inc,Development Member Inc.
2017,dj-aerospace-bermuda-limited,DJ Aerospace (Bermuda) Limited
2017,djt-aerospace-llc,DJT Aerospace LLC
2017,djt-entrepreneur-managing-member-llc,DJT Entrepreneur Managing Member LLC (f/k/a DJT University Managing Member LLC)
2017,djt-entrepreneur-member-llc,DJT Entrepreneur Member LLC (f/k/a DJT University Member LLC)
2017,djt-holdings-llc,DJT Holdings LLC
2017,djt-holdings-managing-member-llc,DJT Holdings Managing Member LLC
2017,djt-land-holdings-member-corp,DJT Land Holdings Member Corp
2017,djt-operations-cx-llc,DJT Operations CX LLC
2017,djt-operations-i-llc,DJT Operations I LLC
2017,djt-operations-ii-llc,DJT Operations II LLC
2017,donald-j-trump-enterprises-llc,Donald J Trump Enterprises LLC
2017,donald-j-trump-enterprises-ii-llc,Donald J Trump Enterprises II LLC
2017,donald-j-trump-enterprises-iii-llc,Donald J Trump Enterprises III LLC
2017,dsn-licensing-llc,DSN Licensing LLC (fka Trump Marks Network LLC)
2017,dsn-licensing-member-corp,DSN Licensing Member Corp (fka Trump Marks Network Member Inc)
2017,dt-app-warrant-holding-llc,DT APP Warrant Holding LLC
2017,dt-app-warrant-holding-managing-member-corp,DT APP Warrant Holding Managing Member Corp
2017,dt-connect-ii-llc,DT Connect II LLC
2017,dt-connect-ii-member-corp,DT Connect II Member Corp
2017,dt-connect-llc,DT Connect LLC
2017,dt-connect-managing-member-corp,DT Connect Managing Member Corp
2017,dt-dubai-golf-manager-llc,DT Dubai Golf Manager LLC
2017,dt-dubai-golf-manager-member-corp,DT Dubai Golf Manager Member Corp
2017,dt-dubai-ii-golf-manager-llc,DT Dubai II Golf Manager LLC
2017,dt-dubai-ii-golf-manager-member-corp,DT Dubai II Golf Manager Member Corp
2017,dt-home-marks-international-llc,DT Home Marks International LLC
2017,dt-home-marks-international-member-corp,DT Home Marks International Member Corp
2017,dt-india-venture-llc,DT India Venture LLC
2017,dt-india-venture-managing-member-corp,Dt India Venture Managing Member Corp
2017,dt-marks-baku-llc,DT Marks Baku LLC
2017,dt-marks-baku-managing-member-corp,DT Marks Baku Managing Member Corp
2017,dt-marks-dubai-ii-llc,DT Marks Dubai II LLC
2017,dt-marks-dubai-ii-member-corp,DT Marks Dubai II Member Corp
2017,dt-marks-dubai-llc,DT Marks Dubai LLC
2017,dt-marks-dubai-member-corp,DT Marks Dubai Member Corp
2017,dt-marks-gurgaon-llc,DT Marks Gurgaon LLC
2017,dt-marks-gurgaon-managing-member-corp,DT Marks Gurgaon Managing Member Corp
2017,dt-marks-jersey-city-llc,DT Marks Jersey City LLC
2017,dt-marks-jupiter-llc,DT Marks Jupiter LLC
2017,dt-marks-products-international-llc,DT Marks Products International LLC
2017,dt-marks-products-international-member-corp,DT Marks Products International Member Corp
2017,dt-marks-pune-ii-llc,DT MARKS PUNE II LLC
2017,dt-marks-pune-ii-managing-member-corp,DT Marks Pune II Managing Member Corp
2017,dt-marks-pune-llc,DT Marks Pune LLC
2017,dt-marks-pune-managing-member-corp,DT Marks Pune Managing Member Corp
2017,dt-marks-qatar-llc,DT Marks Qatar LLC
2017,dt-marks-qatar-member-corp,DT Marks Qatar Member Corp
2017,dt-marks-rio-llc,DT Marks Rio LLC
2017,dt-marks-rio-member-corp,DT Marks Rio Member Corp
2017,dt-marks-vancouver-lp,DT Marks Vancouver LP
2017,dt-marks-vancouver-member-corp,DT Marks Vancouver Member Corp
2017,dt-marks-worli-llc,DT Marks Worli LLC
2017,dt-marks-worli-member-corp,DT Marks Worli Member Corp
2017,dt-tower-gurgaon-llc,DT Tower Gurgaon LLC
2017,dt-tower-gurgaon-managing-member-corp,DT Tower Gurgaon Managing Member Corp
2017,dtw-venture-llc,DTW Venture LLC
2017,dtw-venture-managing-member-corp,DTW Venture Managing Member Corp
2017,eid-venture-i-corporation,EID Venture I Corporation
2017,eid-venture-i-llc,EID Venture I LLC
2017,excel-venture-i-corporation,Excel Venture I Corp
2017,excel-venture-i-llc,Excel Venture I LLC
2017,fifty-seven-management-corp,Fifty Seven Management Corp
2017,fifty-seventh-street-associates-llc,Fifty Seventh Street Associates LLC
2017,first-member-inc,"First Member, Inc."
2017,flights-inc,"Flights, Inc. (Formerly Trump Flights, Inc.)"
2017,florida-properties-management-llc,Florida Properties Management LLC
2017,fountainbleu-apartments-llc,Fontainbleu Apartments LLC
2017,golf-productions-llc,Golf Productions LLC
2017,golf-productions-member-corp,Golf Productions Member Corp
2017,golf-recreation-scotland-limited,Golf Recreation Scotland Limited
2017,helicopter-air-services-inc,"Helicopter Air Services, Inc."
2017,highlander-hall-inc,"Highlander Hall, Inc."
2017,hudson-waterfront-associates-i-lp,"Hudson Waterfront Associates I, L.P."
2017,hudson-waterfront-associates-ii-lp,"Hudson Waterfront Associates II, L.P."
2017,hudson-waterfront-associates-iii-lp,"Hudson Waterfront Associates III, L.P."
2017,hudson-waterfront-associates-iv-lp,"Hudson Waterfront Associates IV, L.P."
2017,hudson-waterfront-associates-v-lp,"Hudson Waterfront Associates V, L.P."
2017,hudson-waterfront-associates-lp,"Hudson Waterfront Associates, L.P."
2017,indian-hills-holdings-llc,Indian Hills Holdings LLC f/k/a Indian Hills Development LLC
2017,trump-national-golf-club-jupiter,Jupiter Golf Club LLC
2017,jupiter-golf-club-managing-member-corp,Jupiter Golf Club Managing Member Corp
2017,lamington-family-holdings-llc,Lamington Family Holdings LLC
2017,trump-national-golf-club-bedminster,Trump National Golf Club - Bedminster
2017,lawrence-towers-apartments-llc,Lawrence Towers Apartments LLC
2017,lfb-acquisition-llc,LFB Acquisition LLC
2017,lfb-acquisition-member-corp,LFB Acquisition Member Corp
2017,malc-inc,Malc Inc.
2017,mar-a-lago-club-inc,"Mar A Lago Club, Inc"
2017,mar-a-lago-club-l-l-c,"Mar A Lago Club, LLC"
2017,midland-associates,Midland Associates
2017,nitto-world-co-limited,"Nitto World Co., Limited"
2017,ocean-development-member-inc,Ocean Development Member Inc
2017,ocean-development-services-llc,Ocean Development Services LLC
2017,one-central-park-west-associates,One Central Park West Associates
2017,one-central-park-west-pt-associates,One Central Park West PT Associates
2017,opo-hotel-manager-llc,OPO Hotel Manager LLC
2017,opo-hotel-manager-member-corp,OPO Hotel Manager Member Corp
2017,owo-developer-llc,OWO Developer LLC
2017,panama-ocean-club-management-llc,Panama Ocean Club Management LLC
2017,panama-ocean-club-management-member-corp,Panama Ocean Club Management Member Corp
2017,paramount-rpv-holdings-llc,Paramount RPV Holdings LLC
2017,paramount-rpv-holdings-manager-corp,Paramount RPV Holdings Manager Corp
2017,parc-consulting-inc,"Parc Consulting, Inc"
2017,park-briar-associates,Park Briar Associates
2017,pine-hill-development-llc,Pine Hill Development LLC
2017,pine-hill-development-managing-member-corp,Pine Hill Development Managing Member Corp
2017,plaza-consulting-corp,Plaza Consulting Corp
2017,poker-venture-llc,Poker Venture LLC
2017,poker-venture-managing-member-corp,Poker Venture Managing Member Corp
2017,reg-tru-equities-ltd,Reg Tru Equities LTD
2017,restaurant-40-llc,"Restaurant 40, LLC"
2017,restaurant-40-member-corp,Restaurant 40 Member Corp
2017,rpv-development-llc,RPV Development LLC
2017,scotland-acquisitions-llc,Scotland Acquisitions LLC
2017,sentient-jets-member-corp,Sentient Jets Member Corp
2017,seven-springs-llc,Seven Springs LLC
2017,shore-haven-apt-1-inc,"Shore Haven Apt #1, Inc"
2017,shore-haven-management-corp,Shore Haven Management Corp
2017,shore-haven-shopping-center-llc,Shore Haven Shopping Center LLC
2017,trump-turnberry,Trump Turnberry
2017,sofo-realty-corp,Sofo Realty Corp
2017,sussex-hall-inc,"Sussex Hall, Inc."
2017,t-international-realty-llc,T International Realty LLC (dba Trump International Realty)
2017,tag-air-inc,"Tag Air, Inc."
2017,thc-baku-hotel-manager-services-llc,THC Baku Hotel Manager Services LLC
2017,thc-baku-hotel-manager-services-member-corp,THC Baku Hotel Manager Services Member Corp.
2017,thc-baku-services-llc,THC Baku Services LLC
2017,thc-baku-services-member-corp,THC Baku Services Member Corp
2017,thc-barra-hotelaria-ltda,THC Barra Hotelaria LTDA
2017,thc-central-reservations-llc,THC Central Reservations LLC
2017,thc-central-reservations-member-corp,THC Central Reservations Member Corp
2017,thc-china-development-llc,THC China Development LLC (fka Trump China Development LLC)
2017,thc-china-technical-services-llc,THC China Technical Services LLC
2017,thc-china-technical-services-manager-corp,THC China Technical Services Manager Corp
2017,thc-development-brazil-llc,THC Development Brazil LLC
2017,thc-development-brazil-managing-member-corp,THC Development Brazil Managing Member Corp
2017,thc-dubai-ii-hotel-manager-llc,THC Dubai II Hotel Manager LLC
2017,thc-dubai-ii-hotel-manager-member-corp,THC Dubai II Hotel Manager Member Corp
2017,thc-hotel-development-llc,THC Hotel Development LLC
2017,thc-imea-development-llc,THC IMEA Development LLC
2017,thc-miami-restaurant-hospitality-llc,THC MIAMI RESTAURANT HOSPITALITY LLC
2017,thc-miami-restaurant-hospitality-member-corp,THC Miami Restaurant Hospitality Member Corp
2017,thc-qatar-hotel-manager-llc,THC Qatar Hotel Manager LLC
2017,thc-qatar-hotel-manager-member-corp,THC Qatar Hotel Manager Member Corp
2017,thc-rio-manager-llc,THC Rio Manager LLC
2017,thc-rio-managing-member-corp,THC Rio Managing Member Corp
2017,thc-sales-marketing-llc,THC Sales & Marketing LLC
2017,thc-sales-marketing-member-corp,THC Sales & Marketing Member Corp
2017,thc-services-shenzhen-llc,THC Services Shenzhen LLC
2017,thc-services-shenzhen-member-corp,THC Services Shenzhen Member Corp
2017,thc-shenzhen-hotel-manager-llc,THC Shenzhen Hotel Manager LLC
2017,thc-shenzhen-hotel-manager-member-corp,THC Shenzhen Hotel Manager Member Corp
2017,thc-vancouver-management-corp,THC Vancouver Management Corp
2017,thc-vancouver-payroll-ulc,THC Vancouver Payroll ULC
2017,thc-venture-i-llc,THC Venture I LLC
2017,thc-venture-i-managing-member-corp,THC Venture I Managing Member Corp
2017,thc-venture-ii-llc,THC Venture II LLC
2017,thc-venture-ii-managing-member-corp,THC Venture II Managing Member Corp
2017,thc-venture-iii-llc-nka-tttt-venture-llc,THC VENTURE III LLC - N/K/A TTTT VENTURE LLC
2017,thc-venture-iii-member-corp-nka-tttt-venture-member-corp,THC VENTURE III MEMBER CORP - N/K/A TTTT VENTURE MEMBER CORP
2017,the-caribusiness-re-corp,"Caribusiness RE Corp, The"
2017,the-east-61-street-company-lp,"East 61 St Company, L.P., The"
2017,the-trump-corporation,The Trump Corporation
2017,the-trump-entrepreneur-initiative-llc,The Trump Entrepreneur Initiative LLC (f/k/a Trump University CA LLC)
2017,the-trump-entrepreneur-initiative-llc-ny-domestic,The Trump Entrepreneur Initiative LLC (NY Domestic)
2017,the-trump-follies-llc,The Trump Follies LLC
2017,the-trump-follies-member-inc,"The Trump Follies Member, Inc."
2017,the-trump-hotel-corp,The Trump Hotel Corp
2017,the-trump-marks-real-estate-corp,The Trump Marks Real Estate Corp
2017,the-trump-organization-inc,"The Trump Organization, Inc"
2017,the-trump-equitable-fifth-avenue-company,The Trump Equitable Fifth Avenue Company
2017,tigl-common-area-management-corp,TIGL Common Area Management Corp
2017,trump-international-golf-links-doonbeg,TIGL Ireland Enterprises Limited (Trump International Golf Links - Doonbeg)
2017,tigl-ireland-management-limited,TIGL Ireland Management Limited
2017,tihc-reservations-llc,TIHC Reservations LLC
2017,tihh-member-corp,TIHH Member Corp
2017,tihh-member-llc,TIHH Member LLC
2017,tihm-member-corp,TIHM Member Corp
2017,tiht-chicago-member-acquisition-llc,TIHT Chicago Member Acquisition LLC
2017,tiht-commercial-llc,TIHT Commercial LLC
2017,tiht-holding-company-llc,TIHT Holding Company LLC
2017,tiht-member-llc,TIHT Member LLC
2017,tipperary-realty-corp,Tipperary Realty Corp
2017,tmg-member-llc,"TMG Member, LLC"
2017,trump-national-golf-club-charlotte,Trump National Golf Club - Charlotte
2017,tngc-charlotte-manager-corp,TNGC Charlotte Manager Corp
2017,trump-national-golf-club-hudson-valley,Trump National Golf Club - Hudson Valley
2017,tngc-dutchess-county-member-corp,TNGC Dutchess County Member Corp (fka Trump Marks Classic Cars Member Corp)
2017,tngc-jupiter-management-llc,TNGC Jupiter Management LLC
2017,tngc-jupiter-managing-member-corp,TNGC Jupiter Managing Member Corp
2017,trump-national-golf-club-philadelphia,Trump National Golf Club - Philadelphia
2017,tngc-pine-hill-member-corp,TNGC Pine Hill Member Corp (fka Crest Court Member Corp)
2017,toronto-development-llc,Toronto Development LLC
2017,tp-cfd-manager-corp,TP CFD Manager Corp
2017,tp-cfd-llc,TP CFD LLC
2017,trump-106-cps-llc,Trump 106 CPS LLC
2017,trump-845-lp-llc,Trump 845 LP LLC
2017,trump-845-un-gp-llc,Trump 845 UN GP LLC
2017,trump-845-un-mgr-corp,Trump 845 UN MGR Corp
2017,trump-845-un-mgr-llc,Trump 845 UN MGR LLC (F/K/A 845 UN LLC)
2017,trump-ac-casino-marks-llc,Trump AC Casino Marks LLC
2017,trump-ac-casino-marks-member-corp,Trump AC Casino Marks Member Corp
2017,trump-acquisition-corp,Trump Acquisition Corp
2017,trump-acquisition-llc,"Trump Acquisition, LLC"
2017,trump-books-llc,Trump Books LLC
2017,trump-books-manager-corp,Trump Books Manager Corp
2017,trump-brazil-llc,Trump Brazil LLC
2017,trump-canadian-services-inc,Trump Canadian Services Inc)
2017,trump-canouan-estate-llc,Trump Canouan Estate LLC
2017,trump-canouan-estate-member-corp,Trump Canouan Estate Member Corp
2017,trump-caribbean-llc,Trump Caribbean LLC
2017,trump-carousel-llc,Trump Carousel LLC
2017,trump-carousel-member-corp,Trump Carousel Member Corp
2017,trump-central-park-west-corp,Trump Central Park West Corp
2017,trump-chicago-commercial-member-corp,Trump Chicago Commercial Member Corp
2017,trump-chicago-commercial-manager-llc,Trump Chicago Commercial Manager LLC
2017,trump-chicago-development-llc,Trump Chicago Development LLC
2017,trump-chicago-hotel-manager-llc,Trump Chicago Hotel Manager LLC
2017,trump-chicago-hotel-member-corp,Trump Chicago Hotel Member Corp
2017,trump-chicago-managing-member-llc,Trump Chicago Managing Member LLC
2017,trump-chicago-member-llc,Trump Chicago Member LLC
2017,trump-chicago-residential-manager-llc,Trump Chicago Residential Manager LLC
2017,trump-chicago-residential-member-corp,Trump Chicago Residential Member Corp
2017,trump-chicago-retail-llc,Trump Chicago Retail LLC
2017,trump-chicago-retail-manager-llc,Trump Chicago Retail Manager LLC
2017,trump-chicago-retail-member-corp,Trump Chicago Retail Member Corp
2017,trump-classic-cars-llc,Trump Classic Cars LLC
2017,trump-classic-cars-member-corp,Trump Classic Cars Member Corp
2017,trump-commercial-chicago-llc,Trump Commercial Chicago LLC
2017,trump-cps-corp,Trump CPS Corp
2017,trump-cps-llc,Trump CPS LLC
2017,trump-delmonico-llc,Trump Delmonico LLC
2017,trump-development-services-llc,Trump Development Services LLC
2017,trump-development-services-member-corp,Trump Development Services Member Corp
2017,trump-drinks-israel-holdings-llc,Trump Drinks Israel Holdings LLC
2017,trump-drinks-israel-holdings-member-corp,Trump Drinks Israel Holdings Member Corp
2017,trump-drinks-israel-llc,Trump Drinks Israel LLC
2017,trump-drinks-israel-member-corp,Trump Drinks Israel Member Corp
2017,trump-education-ulc,Trump Education ULC
2017,trump-empire-state-inc,Trump Empire State Inc
2017,trump-national-doral,Trump National Doral
2017,trump-endeavor-12-manager-corp,Trump Endeavor 12 Manager Corp
2017,trump-eu-marks-llc,Trump EU Marks LLC
2017,trump-eu-marks-member-corp,Trump EU Marks Member Corp
2017,trump-ferry-point-llc,Trump Ferry Point LLC
2017,trump-ferry-point-member-corp,Trump Ferry Point Member Corp
2017,trump-florida-management-llc,Trump Florida Management LLC
2017,trump-florida-manager-corp,Trump Florida Manager Corp
2017,trump-golf-acquisitions-llc,Trump Golf Acquisition LLC
2017,trump-golf-coco-beach-llc,Trump Golf Coco Beach LLC
2017,trump-golf-coco-beach-member-corp,Trump Golf Coco Beach Member Corp
2017,trump-golf-management-llc,Trump Golf Management LLC
2017,trump-home-marks-llc,Trump Home Marks LLC
2017,trump-home-marks-member-corp,Trump Home Marks Member Corp
2017,trump-ice-inc,"Trump Ice, Inc"
2017,trump-ice-llc,Trump Ice LLC
2017,trump-international-development-llc,Trump International Development LLC
2017,trump-international-development-member-corp,Trump International Development Member Corp
2017,trump-international-golf-links-scotland,Trump International Golf Club Scotland Limited
2017,trump-international-golf-club-inc,"Trump International Golf Club, Inc"
2017,trump-international-golf-club-florida,Trump International Golf Club LC (Trump International Golf Club - Florida)
2017,trump-international-hotel-hawaii-llc,Trump International Hotel Hawaii LLC
2017,trump-international-hotels-management-llc,Trump International Hotels Management LLC
